2020,Fleeca India,Tyre management,FLEECA is a Tyre Care Provider company.,Jaipur,Bridgestone India,,NaN
2020,M1xchange,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Gurgaon,"BEENEXT, Mayfield Fund",,4500000
2020,Exotel,Cloud company,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,Bangalore,"A91 Partners, Artha India Ventures",,5000000
2020,PagarBook,Software company,"Staff's Salary, Work & Attendance Management Application",Bangalore,"Sequoia Capital, India Quotient",Series A,15000000
2020,PointOne Capital,Venture capitalist,Pre-seed/Seed focussed VC investor,Bangalore,,,0
2020,Ayana,Renewable player,Ayana Renewable Power is an Indian renewable energy platform,Bangalore,"NIIF Ltd, CDC Group",,390000000
2020,Fisdom,FinTech,Fisdom is a fintech company that offers investment advisory services through an application.,Bangalore,"PayU Finance India, Quona Capital",,7000000
2020,Tinker Coders,EdTech,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,Noida,STEMROBO Technologies,Seed,NaN
2020,Infinite Uptime,IoT startup,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,Pune,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",Series B,5100000
2020,HappyLocate,SaaS startup,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",Bangalore,The CoWrks Foundry,Pre-series A,500000
2020,PhonePe,FinTech,PhonePe is a mobile payments application that allows the user to transfer money instantly.,New Delhi,Flipkart,,700000000
2020,Loop Health,HealthTech,Loop Health is bringing ease and choice to patients seeking major medical treatments.,Pune,"Y Combinator, Sierra Ventures",Seed,2300000
2020,NeoDocs,HealthTech,Neodocs analyses medical reports and provides personalised health recommendations remotely.,Mumbai,9Unicorns Accelerator Fund,Pre-seed,NaN
2020,The ePlane,Aero company,Transforming the mobility landscape using aerial transport.,Chennai,Speciale Invest,Seed,NaN
2020,TagMango,Marketing company,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",Mumbai,"XRM Media, Kevin Lin",Seed,700000
2020,The New Shop,Retail startup,The New Shop is a chain of high speed retail stores,New Delhi,Huddle Accelerator,Seed,500000
2020,MobiKwik,FinTech,"MobiKwik is IndiaвЂ™s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",Gurgaon,"Hindustan Media Venture, Nicolas Jarrosson",,7000000
2020,DebugsBunny,EdTech,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,Pune,India Angel Fund,,100000
2020,BHIVE Investech,Co-working Startup,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,Bangalore,Blume Ventures,Seed,1000000
2020,Rivigo,Logistics,Rivigo is a technology-enabled logistics platform provider that offers transport services.,Gurgaon,"Elevation Capital, Trifecta Capital Advisors",,19000000
2020,ZipLoan,Finance company,ZipLoan is a online lending platform,New Delhi,"Stride Ventures, Matrix Partners India",,3000000
2020,Swipez,FinTech,Swipez is a payment collection platform.,Pune,"9Unicorns, Anicut",,NaN
2020,Humus,AgriTech,Farmgate to Retail outlet Agri-Fresh produce supply chain,Bangalore,"Venture Catalysts, 9Unicorns, We Founders Circle.",,NaN
2020,Artivatic.ai,Tech company,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",Bangalore,"SenseAI Ventures, Saurabh Chugh",,NaN
2020,Prescinto,Solar Monitoring Company,Prescinto provides solutions for solar monitoring and analytics solutions.,Ahmedabad,"Startup incubator, Accelerator Venture Catalysts",Seed,NaN
2020,Toppeq,SaaS startup,SaaS-based equity management platform,Mumbai,,Seed,NaN
2020,Bolo Indya,Video sharing platform,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",Gurgaon,"India Accelerator, Sunil Kamath",,400000
2020,Bombay Play,Gaming startup,Bombay Play is a Card and Toy Company Making games for India.,Bangalore,"Ramakant Sharma, Leo Capital India",Seed,1000000
2020,FreshToHome,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Bangalore,Investment Corporation of Dubai (ICD),,NaN
2020,KIKO TV,Video streaming platform,KIKO TV is an AI-based short live video e-commerce platform.,Mumbai,"9Point8 Capital, Sunil Kumar Singhvi",Seed,NaN
2020,Atomberg Technologies,Consumer appliances,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",Mumbai,"Sandeep Tandon, Survam Partners",Series B,9000000
2020,DealShare,E-commerce,DealShare is a Social Commerce Startup,Jaipur,"Falcon Edge Capital, Omidyar Network",Series C,21000000
2020,Smallcase,FinTech,Changing how India invests in equities,Bangalore,"WEH Ventures, BEENEXT",,NaN
2020,CueMath,EdTech,Cuemath is an engaging вЂlearning-by-doingвЂ™ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,Bangalore,"Sequoia Capital India, CapitalG",Series C,40000000
2020,Gamerji,Gaming startup,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",Ahmedabad,La Gajjar Group.,Seed,NaN
2020,5C Network,HealthTech,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Bangalore,"Axilor Ventures, Unitus Ventures",Pre-series A,1200000
2020,Ethereum Push Notification Service,Blockchain startup,EPNS is a decentralized notification protocol,Mumbai,Prolific angel investors,Seed,750000
2020,Mihup,Conversational AI platform,Intelligence-based personal mobile assistant app,Kolkata,"Ideaspring Capital, Accel",Series A,1500000
2020,RuralBasket,E-commerce,Naturally grown and healthy products directly from farmers.,"Tirunelveli, Tamilnadu",Nativelead Foundation,,500000
2020,WayCool Foods,AgriTech,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",Chennai,"FMO, IndusInd Bank",Debt,7800000
2020,Infra.Market,Real Estate,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,Thane,"Trifecta Capital Advisors, Nexus Venture Partners",Series B,20000000
2020,Info Edge Venture,Venture capitalist,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",Noida,Lightbox,,50000000
2020,Clovia,E-commerce,Clovia is the online lingerie retailer,Noida,"Golden Birch Investments, She Capital",Pre-series C,4000000
2020,Codingal,EdTech,Coding education platform for K-12 students,Bangalore,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",Seed,560000
2020,CRED,Finance company,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,Bangalore,"General Catalyst, Ribbit Capital",Series C,80000000
2020,Vistaar Finance,Finance company,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,Bangalore,FMO,,30000000
2020,Let's Dive,SaaS platform,A platform for remote employee engagement and building team culture,Bangalore,Surge,,1700000
2020,Habitat,EdTech,"Habitat, a social learning edtech platform for civil service aspirants",,"Unitus Ventures, Whiteboard Capital",Seed,600000
2020,SAWO Labs,SaaS platform,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,Mumbai,"StartupXseed Ventures, 100X.VC",Seed,600000
2020,Signzy,AI platform,Signzy are creating 'building blocks for a Digital Trust system.,Bangalore,"Stellaris Venture Partners, Mastercard",,3000000
2020,KopyKitab,EdTech,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",Bangalore,"Paula Mariwala, Siddharth Anand",,NaN
2020,AdonMo,Ad-tech,It is an online and outdoor advertising company,Bangalore,Ant Financial,,3000000
2020,RACEnergy,E-mobility,It builds electric vehicles and supporting infrastructure,,"GrowX ventures, Prophetic Ventures",Seed Round,NaN
2020,BharatPe,Fintech,Digital payments platform,Delhi,Coatue Management,,100000000
2020,Vogo,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Bangalore,Lightstone Aspada,Series C,35000000
2020,Yolo,Transport,Intercity transportation startup,Gurugram,Undisclosed,Seed Round,600000
2020,Unotech,SaaS,It develops fully-customisable open source software,Mumbai,Manish Choksi,,2000000
2020,Zetwerk,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,Bangalore,InnoVen capital,,2200000
2020,WizKlub,Edtech,Helps students solve problems at complex level,Bangalore,Incubate Fund India,Seed Funding,982530
2020,Interviewbit,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Pune,"Tiger Global Management, Sequoia Capital India, SingaporeвЂ™s Economic Development Board (EBD)",Series A,200000000
2020,MoneyTap,Fintech,App-based consumer credit line that gives customers access to credit on tap.,,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",Series B,70185200
2020,Uniplatform Tech,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,Delhi,"Frontline Strategy Finds, SucSEED Venture Partners LLP",,NaN
2020,Bizongo,Marketplace,A B2B marketplace for packaging materials,Mumbai,Schroder Adveq,Series C,30000000
2020,AppsFlyer,SaaS,Mobile marketing analytics and attribution platform,Bangalore,General Atlantic,Series D,210000000
2020,Digit Insurance,Insurtech,General Insurance Company,Bangalore,"A91 Partners, Faering Capital, TVS Capital",,84000000
2020,Livspace,Interior Design,It offers end-to-end home design experience for homeowners and home designers,Bangalore,"Tahoe Investment Group, Mercer Investment",Series D,60000000
2020,GetVantage,Fintech,Revenue based finance provider,Mumbai,"Samyakth Capital, Venture Catalysts",Seed round,NaN
2020,Konfinity,Edtech,Provides online coding courses,Noida,Angel investors,,NaN
2020,Pine Labs,Fintech,Retail payment and hardware company,Noida,Mastercard,,NaN
2020,Instoried,SaaS,Augmented writing platform which improves customer interest and engagement.,Delhi,"SOSV, Chinaccelerator",,NaN
2020,Nupay,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Haryana,Venture Catalysts,,NaN
2020,Samosa Singh,Food,Offers hygienic Indian Snacks,Bangalore,She Capital,Series A,2700000
2020,Crysta,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,Delhi,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",Pre Series A,1403400
2020,Bounce,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,Bangalore,"Accel Partners, B Capital",Series D,105000000
2020,Park+,Techonology,It is engaged in bringing digitization in parking,,"Sequoia Capital, Matrix Partners India",,11000000
2020,Goodmylk,Dairy,Provides Vegan dairy products,Bangalore,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",Seed Round,400000
2020,Skylo,IoT,Provides affordable and ever present network that connects machines or sensors,,SoftBank Group,Series B,103000000
2020,Tea Trunk,Beverage,Global premium tea brand,Goa,Angel investors,,220000
2020,Zoomcar,Transport & Rentals,A car rental service platform,Bangalore,Sony Innovation Fund,Series D,30000000
2020,Mera Cashier,Fintech,App meant for small and micro businessmen to manage their transactions digitally,Noida,"Amit Singal, Manish Aggarwal",Seed Round,250000
2020,Kristal AI,AI,Provides Algorithm-based financial services,,Chiratae Ventures,Series A,6000000
2020,Invento Robotics,AI Robotics,Known for Mitra Series of Robots,,"Windrose Capital, ITI Growth Opportunities Venture Fund",Seed round,281300
2020,Sabse Sasta Dukaan,Pharmaceutical,Online pharmacy dealing in medicines,Kolkata,Angel investors,,NaN
2020,Fitphilia,Healthtech,Provides IoT-enabled treadmill,Mumbai,Angel investors,,NaN
2020,Medicus,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,Mumbai,Angel investors,,12700
2020,Monech,Fintech,Automated platform which will help users to take their financial decisions,Mumbai,Angel investors,Seed Round,12700
2020,Teach Us,Edtech,Educational portal which enables the students to access information related to education at one common platform,,Angel investors,Seed Round,12700
2020,Dealberg,B2B marketplace,Deals in office supplies,Bangalore,Undisclosed,,NaN
2020,Phenom People,HR tech,It redefines the means to search for a job and recruit top talent,,WestBridge Capital,Series C,30000000
2020,Extra Edge,Edtech,Admission Marketing Automation software for the education industry,Pune,"Sprout Venture Partners, Indian Angel Network",Pre series A,700000
2020,Capital Quotient,Fintech,Investment advisor,Bangalore,Undisclosed,,600000
2020,Karfa,Ecommerce,It sells products crafted by artisans,Delhi,Undisclosed,Seed Round,25000
2020,Bounce,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,Bangalore,"Accel Partners, B Capital",Series D,97500000
2020,Zinier,Automation,Provides intelligent field service automation,Bangalore,ICONIQ Capital,Series C,90000000
2020,ProEves,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",Delhi,1Crowd,Seed Round,507000
2020,Aesthetic Nutrition,Food diet,Markets and sells chewable dietary supplements,,DSG Consumer Partners,Pre Series A,NaN
2020,Ninjacart,B2B Agritech,Online grocery delivery platform,Bangalore,"Flipkart India, Singapore-based GEC3",Series C,10000000
2020,TechnifyBiz,B2B Agritech,Online marketplace for non-perishable food items,,"Omnivore, Insitor Impact Asia Fund",Seed Round,2000000
2020,Wysh,E-connect,Celebrity engagement and wishing platform,Hyderabad,Kalaari Capital,Series A,2000000
2020,Keito,AI,Enterprise productivity startup,Pune,Suma Soft Pvt Ltd,Seed Round,160000
2020,Klub,Fintech,Provides growth financing to high-affinity brands,,Sequoia Surge,Pre seed round,2000000
2020,Aadhar,Ecommerce,Ayurveda wellness and lifestyle consumer brand,Mumbai,"Sprout Venture Partners, JITO Angel Network, LetsVenture",Seed Round,NaN
2020,IncubateHub,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Bengaluru,Venture Catalysts,,NaN
2020,Rage Coffee,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Delhi,Refex Capital,,NaN
2020,Skilancer,Technology,Solar module cleaning system [MCS] providers,Noida,Venture Catalysts,,NaN
2020,Harappa Education,Edtech,Provides online courses on foundational skills,New Delhi,James Murdoch-led Lupa Systems,,NaN
2020,Axio Biosolutions,Medtech,Medical device manufacturer,Bangalore,Omidyar Network India,Series B,5200000
2020,Techbooze,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",,Space Capital,Series A,15000000
2020,PayMart,Fintech,Provides cardless cash withdrawals through small merchants shops,Chandigarh,"IIM AhmedabadвЂ™s incubator (CIIE.CO),Chandigarh Angels Network",,NaN
2020,Testbook,Edtech,Helps students prepare online for competitive exams,,Iron Pillar,Series B,8400000
2020,FabAlley,Ecommerce,Online fashion store,Noida,Trifecta Capital,,1100000
2020,HaikuJAM,,Creative writing mobile platform,,"Lightbox. Social Capital, Dunce Capital",,3400000
2020,Mamaearth,Ecommerce,Online baby and mother care brand,,Sequoia India,Series A,18300000
2020,Rentomojo,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",,GMO Payment Gateway,,2000000
2020,Zomato,Foodtech,Online food delivery and restaurant discovery platform,,Ant Financial,,150000000
2020,Byju,Edtech,Provides online learning classes,,Tiger Global,,200000000
2020,Generico,Pharmacy,Generic medicine focussed retail chain,Mumbai,Alteria Capital,,1400000
2020,HighRadius,Saas,"An AI-based platform, to automate accounts receivables and treasury processes.",Hyderabad,ICONIQ Capital,Series B,125000000
2020,Chai Kings,Beverage,It offers a range of tea in various flavour,Chennai,The Chennai Angels (TCA),,1000000
2020,Rivigo,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Gurugram,Trifecta Capital,Series F,3400000
2020,BuildPan,SaaS,"It helps developers to test, integrate and deploy apps",Indore,"HNIs in India, Japan, and the US",Seed round,NaN
2020,Shiksha,Edtech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,,Mumbai Angels Network,,181000
2020,Super Surfaces,Deisgning,A design solution based company,Hyderabad,Vishnu Reddy,Series A,500000
2020,Quicko,Taxation,Online tax planning and filing platform,Ahmedabad,"Zerodha fintech fund, Rainmatter",,280000
2020,Satin Creditcare,Fintech,A micro finance company,Gurgaon,Austrian Bank,,15000000
2020,XpressBees,Logistics,Provides end to end supply chain solutions,,Alibaba,,10000000
2020,FarmERP,Agritech,Smart agriculture management ERP software platform,Pune,TechnoGen,Series A,NaN
2020,Wealth Bucket,Fintech,An online platform for mutual fund investments,,"NorthStar, Vinod Khatumal",,3000000
2020,GoMechanic,Automobile Technology,Find automobile repair and maintenance service providers,Delhi,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",Series B,14700000
2020,Fashor,Fashion,WomenвЂ™s fashion and apparel,Chennai,Sprout venture partners,Pre series A,1000000
2020,Leverage Edu,Edtech,AI enabled marketplace that provides career guidance,Delhi,"DSG Consumer Partners, Blume Ventures",,1500000
2020,Purplle,Cosmetics,Online makeup and beauty products retailer,Mumbai,Verlinvest,,8000000
2020,Shuttl,Transport,App based bus aggregator serice,Delhi,SIG Global India Fund LLP.,Series C,8043000
2020,Pando,Logitech,Networked logistics management software,Chennai,Chiratae Ventures,Series A,9000000
2020,Vogo,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Bangalore,Lightstone Aspada,Series C,20000000
2020,Flick Stree,AI & Media,Artificial intelligence-based video publishing network,Mumbai,Samsung Venture Investment,Series A,3000000
2020,MinionLabs,Machine Learning,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Bangalore,Indian Angel Network,,NaN
2020,Josh Talks,Media,Community of young individuals providing a platform to showcase their stories,Haryana,Media Development Investment Fund,Pre series A,1500000
2020,PhoneParLoan,Fintech,Provides easy loans,Delhi,Accelerator MOX,,NaN
2020,RailYatri,Travel,A complete Indian railways app,Noida,"Nandan Nilekani, Samsung Venture Investment Corporation",,13800000
2020,AjnaLens,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",Thane,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)",Pre Series A,1500000
2020,Rupeek,Fintech,An asset backed online lending platform,Bangalore,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",,30000000
2020,Invideo,Visual Media,Video production and editing platform,,Sequoia CapitalвЂ™s Surge,,2500000
2020,AvalonMeta,Edtech,It combines higher education and competitive gaming,,Peerplays,,420000
2020,Near Store,Ecommerce,Enables a shop to create an online presence,Mumbai,Sauce.vc,Seed Round,300000
2020,ElecTorq,Automobile,Electric vehicle startup,Delhi,AdvantEdge,,NaN
2020,Prayaan Capital,Fintech,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Chennai,Accion Venture Lab,Seed Round,1200000
2020,Sanfe,Hygiene,Women health care and wellness product,Delhi,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",Pre Series A,1100000
2020,Swiggy,Foodtech,Platform to order food online from restaurants and getting it delievered,Bangalore,Prosus N.V,Series A,113000000
2020,Unacademy,Edtech,Platform that offers online education in India,Bangalore,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",Series E,110000000
2020,Zvesta,Proptech,An online platform where users can search and buy properties listed by developers and brokers,Gurugram,Hindustan Media Ventures,,5500000
2020,Dunzo,Logistics,India-based hyperlocal delivery startup,Bangalore,Alteria Capital,,11000000
2020,Digit Insurance,Insurtech,General Insurance Company,Bangalore,"Virat Kohli, Anushka Sharma",,340000
2020,Yolo,Transport,Intercity transportation,Gurugram,Undisclosed,Seed Funding,600000
2020,SmartVizX,VR & SaaS,It developed IndiaвЂ™s first VR-based design communication and collaboration product Trezi,,Rockstud Capital,Pre series A,1397000
2020,Carbon Clean,Cleantech,Develops affordable carbon capture technology,,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",,16000000
2020,Genius Corner,Edtech,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,Noida,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",,250000
2020,PlanetSpark,Edtech,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,Gurugram,"Indian Angel Network, Lead Angels, Hyderabad Angels",,448500
2020,Simsim,Social Commerce,It enables community opinion influencers to sell products to thousands of micro-communities in India,Bangalore,"Accel Partners, Shunwei Capital, Good Capital",Series B,8000000
2020,Shuttl,Transport,App based bus aggregator serice,Delhi,SIG Global India Fund,Series C,7975700
2020,ClassMonitor,Edtech,The learning platform that blends curriculum-based activities for children,Indore,Ashwin Khorana,,NaN
2020,Friyey,Co-working,Co working space startup,Pune,Tarun Bhalla,,NaN
2020,Oga,Fitness,Provides interactive fitness experience to people across the world,Bangalore,Inflection Point Ventures,,330000
2020,Big Basket,Estore,Online grocery store,Bangalore,Trifecta Capital,,3500000
2020,CYFIRMA,Saas,Offer cybersecurity services,Bangalore,Z3 Partners,Series A,NaN
2020,Innoviti,,Digital payments solutions company,Bangalore,FMO,,5000000
2020,Paytm money,Fintech,Wealth Management,Bangalore,One97 Communications,,5600000
2020,Yap,Fintech,Banking and payment products-focused API platform,Chennai,"Amrish Rau, Kunal Shah, Jitendra Gupta",,1402000
2020,Clover,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Bangalore,"Omnivore, Accel Partners, Mayfield",Series A,5500000
2020,Nova Credit,Fintech,Cross-border consumer credit startup,,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",Series B,50000000
2020,Furlenco,Ecommerce,Furniture rental startup,Bangalore,Chowdry Associates,Series C,2200000
2020,Brick&Bolt,,Operates in the residential construction space,Bangalore,Surge,Pre series A,1500000
2020,MoEngage,Marketing,Customer analytics and cross-channel engagement platform,Bangalore,Eight Roads Ventures,Series C,25000000
2020,Classplus,Edtech,It allows coaching centres to take their brick-and-mortar setup online,,"Blume Ventures, Sequoia",Pre Series A,2500000
2020,Chaayos,Beverages,Provides customised range of tea,,Think Investment,,21500000
2020,Altor,Tech,Makes helmets that are IoT and AI enabled,,Venture Catalysts,,NaN
2020,Pepperfry,E-market,Online home furniture marketplace,Mumbai,Pidilite Industries,Series F,40000000
2020,FirstCry,E-market,Baby products marketplace,Pune,SoftbankвЂ™s Vision Fund,Series E,296000000
2020,Waycool,Agritech,Food development and distribution services,Chennai,LightBox Ventures,Series C,32000000
2020,WorkIndia,HR tech,An online and mobile-based platform that connects companies with blue collar employees.,,Xiaomi,,6000000
2020,Qyuki,Media,Multi-channel broadcast network,Mumbai,Info Edge Venture Fund,,3500000
